,NumberOfCells,Priors,Fitness,Stressor,Parameter,Algorithm,Replicate,Depth,TripletsCorrect
389,400,no_priors,no_fit,char,40,SNJ,33,2,0.922
390,400,no_priors,no_fit,char,40,SNJ,33,3,0.98
391,400,no_priors,no_fit,char,40,SNJ,33,4,0.631
392,400,no_priors,no_fit,char,40,SNJ,34,0,1.0
393,400,no_priors,no_fit,char,40,SNJ,34,1,1.0
394,400,no_priors,no_fit,char,40,SNJ,34,2,0.706
395,400,no_priors,no_fit,char,40,SNJ,34,3,0.777
396,400,no_priors,no_fit,char,40,SNJ,34,4,0.86
397,400,no_priors,no_fit,char,40,SNJ,34,5,0.849
398,400,no_priors,no_fit,char,40,SNJ,34,6,0.792
399,400,no_priors,no_fit,char,40,SNJ,34,7,0.949
400,400,no_priors,no_fit,char,40,SNJ,34,8,0.668
401,400,no_priors,no_fit,char,40,SNJ,35,0,0.566
402,400,no_priors,no_fit,char,40,SNJ,35,1,1.0
403,400,no_priors,no_fit,char,40,SNJ,35,2,0.905
404,400,no_priors,no_fit,char,40,SNJ,35,3,0.795
405,400,no_priors,no_fit,char,40,SNJ,35,4,0.686
406,400,no_priors,no_fit,char,40,SNJ,35,5,0.781
407,400,no_priors,no_fit,char,40,SNJ,35,6,0.938
408,400,no_priors,no_fit,char,40,SNJ,35,7,0.94
409,400,no_priors,no_fit,char,40,SNJ,35,8,0.896
410,400,no_priors,no_fit,char,40,SNJ,35,9,0.613
411,400,no_priors,no_fit,char,40,SNJ,35,10,0.723
412,400,no_priors,no_fit,char,40,SNJ,35,11,0.92
413,400,no_priors,no_fit,char,40,SNJ,35,12,0.882
414,400,no_priors,no_fit,char,40,SNJ,35,13,0.813
415,400,no_priors,no_fit,char,40,SNJ,36,0,1.0
416,400,no_priors,no_fit,char,40,SNJ,36,1,0.586
417,400,no_priors,no_fit,char,40,SNJ,36,2,0.864
418,400,no_priors,no_fit,char,40,SNJ,36,3,0.867
419,400,no_priors,no_fit,char,40,SNJ,36,4,0.978
420,400,no_priors,no_fit,char,40,SNJ,36,5,0.994
421,400,no_priors,no_fit,char,40,SNJ,36,6,0.866
422,400,no_priors,no_fit,char,40,SNJ,36,7,0.608
423,400,no_priors,no_fit,char,40,SNJ,36,8,0.783
424,400,no_priors,no_fit,char,40,SNJ,36,9,0.704
425,400,no_priors,no_fit,char,40,SNJ,36,10,0.851
426,400,no_priors,no_fit,char,40,SNJ,36,11,0.717
427,400,no_priors,no_fit,char,40,SNJ,37,0,1.0
428,400,no_priors,no_fit,char,40,SNJ,37,1,1.0
429,400,no_priors,no_fit,char,40,SNJ,37,2,1.0
430,400,no_priors,no_fit,char,40,SNJ,37,3,0.977
431,400,no_priors,no_fit,char,40,SNJ,37,4,0.628
432,400,no_priors,no_fit,char,40,SNJ,37,5,0.611
433,400,no_priors,no_fit,char,40,SNJ,37,6,0.991
434,400,no_priors,no_fit,char,40,SNJ,37,7,0.921
435,400,no_priors,no_fit,char,40,SNJ,37,8,0.829
436,400,no_priors,no_fit,char,40,SNJ,37,9,0.618
437,400,no_priors,no_fit,char,40,SNJ,37,10,0.754
438,400,no_priors,no_fit,char,40,SNJ,37,11,0.537
439,400,no_priors,no_fit,char,40,SNJ,38,0,1.0
440,400,no_priors,no_fit,char,40,SNJ,38,1,0.861
441,400,no_priors,no_fit,char,40,SNJ,38,2,0.883
